tblUploadID,tblSightingsID,SightingID,SurveyID,EffortID,DuplicateSightingStatus,DuplicateSightingNumber,PlatformInstance,Latitude,Longitude,AphiaID,IdentificationConfidence,Cue,SurveyTeam,MinGroupSize,BestGroupSize,MaxGroupSize,NumberOfCalves,SightingStatus,SightingDemographics,SightingDirection,SightingAngle,RadialDistance,PerpendicularDistance,Behaviour1,Behaviour2,Behaviour3,Comments
572,28887,Sight294,07092012CWTScillyCrossingDS1263,Effort689                                         ,N,,1,49.9405333333333,-6.18178333333333,137117,NR,NR,NR,,1,,,A,,,320,300,,127,124,124,
572,29199,Sight652,18082012CWTScillyCrossingDS1241,Effort647                                         ,N,,1,49.9767166666667,-5.9184,137098,NR,NR,NR,,2,3,,A,,,190,500,,127,124,124,
572,29200,Sight651,18082012CWTScillyCrossingDS1241,Effort647                                         ,N,,1,49.9800166666667,-5.90211666666667,137098,NR,NR,NR,,1,,,A,,,200,200,,127,124,124,
572,28909,Sight252,11072012CWTScillyCrossingDS1228,Effort604                                         ,N,,1,50.0714833333333,-5.53233333333333,127405,NR,NR,NR,,1,,,A,,,20,100,,127,124,124,
572,29195,Sight338,19102012CWTScillyCrossingDS1290,Effort761                                         ,N,,1,49.9030333333333,-6.27983333333333,137087,NR,NR,NR,,1,,,A,,,60,400,,127,124,124,
572,28859,Sight322,19092012CWTScillyCrossingDS1272,Effort713                                         ,N,,1,50.0878333333333,-5.5237,137117,NR,NR,NR,,1,,,A,,,350,200,,127,124,124,
572,29154,Sight287,07092012CWTScillyCrossingDS1263,Effort685                                         ,N,,1,50.0093333333333,-5.73521666666667,137087,NR,NR,NR,,1,,,A,,,200,1500,,127,124,124,
343,27865,S39,2016naturescotneatlantic,T18                                               ,N,,,57.0753496663783,-6.29562992815887,137117,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
343,27867,S41,2016naturescotneatlantic,T18                                               ,N,,,57.0775946816647,-6.29302378484227,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
343,27868,S42,2016naturescotneatlantic,T18                                               ,N,,,57.0778186816647,-6.29276497404607,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
355,28267,S100,2016naturescotneatlantic_SurveyTwo,T12                                               ,N,,,57.0207158518507,-7.04692664946758,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
355,28268,S101,2016naturescotneatlantic_SurveyTwo,T12                                               ,N,,,57.0207158518507,-7.04692664946758,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
355,28270,S103,2016naturescotneatlantic_SurveyTwo,T12                                               ,N,,,56.767364383252,-6.800530526118,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,Swimming fast not avoiding ship
355,28278,S111,2016naturescotneatlantic_SurveyTwo,T19                                               ,N,,,57.1246382627098,-6.52177878463892,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
343,27871,S2,2016naturescotneatlantic,T3                                                ,N,,,56.8925863839449,-7.21047998179403,137094,Pr,NR,NR,1,1,1,0,,,,,,,118,124,124,
